"func","def","fungen","pkg","pag","fungen_bad","sinpagina"
"logLik.lmeStruct","Log-Likelihood of an lmeStruct Object","logLik.lmeStruct","nlme","3245",,
"logLik.lmeStructInt","Log-Likelihood of an lmeStruct Object","logLik.lmeStruct","nlme","3245",,
"logLik.lmList","Log-Likelihood of an lmList Object","logLik.lmList","nlme","3246",,
"logLik.reStruct","Calculate reStruct Log-Likelihood","logLik.reStruct","nlme","3247",,
"logLik.varComb","Extract varFunc logLik","logLik.varFunc","nlme","3248",,
"logLik.varFunc","Extract varFunc logLik","logLik.varFunc","nlme","3248",,
"Machines","Productivity Scores for Machines and Workers",".Machine","nlme","5",,
"MathAchieve","Mathematics achievement scores","MathAchieve","nlme","3249",,
"MathAchSchool","School demographic data for MathAchieve","MathAchSchool","nlme","3250",,
"matrix&lt;-","Assign Matrix Values","Matrix","nlme","3250",,
"matrix&lt;-.pdBlocked","Assign Matrix to a pdMat or pdBlocked Object","Matrix.pdMat","nlme","3251",,
"matrix&lt;-.pdMat","Assign Matrix to a pdMat or pdBlocked Object","Matrix.pdMat","nlme","3251",,
"matrix&lt;-.reStruct","Assign reStruct Matrices","Matrix.reStruct","nlme","3252",,
"Meat","Tenderness of meat","Meat","nlme","3252",,
"Milk","Protein content of cows' milk","Milk","nlme","3253",,
"model.matrix.reStruct","reStruct Model Matrix","model.matrix.reStruct","nlme","3254",,
"Muscle","Contraction of heart muscle sections","Muscle","nlme","3255",,
"Names","Names Associated with an Object","Names","nlme","3255",,
"Names.formula","Extract Names from a formula","Names.formula","nlme","3256",,
"Names.listForm","Extract Names from a formula","Names.formula","nlme","3256",,
"Names.pdBlocked","Names of a pdBlocked Object","Names.pdBlocked","nlme","3257",,
"Names.pdMat","Names of a pdMat Object","Names.pdMat","nlme","3258",,
"Names.reStruct","Names of an reStruct Object","Names.reStruct","nlme","3259",,
"Names&lt;-","Names Associated with an Object","Names","nlme","3255",,
"Names&lt;-.pdBlocked","Names of a pdBlocked Object","Names.pdBlocked","nlme","3257",,
"Names&lt;-.pdMat","Names of a pdMat Object","Names.pdMat","nlme","3258",,
"Names&lt;-.reStruct","Names of an reStruct Object","Names.reStruct","nlme","3259",,
"needUpdate","Check if Update is Needed","needUpdate","nlme","3260",,
"needUpdate.corStruct","Check if a modelStruct Object Needs Updating","needUpdate.modelStruct","nlme","3260",,
"needUpdate.default","Check if Update is Needed","needUpdate","nlme","3260",,
"needUpdate.modelStruct","Check if a modelStruct Object Needs Updating","needUpdate.modelStruct","nlme","3260",,
"needUpdate.reStruct","Check if a modelStruct Object Needs Updating","needUpdate.modelStruct","nlme","3260",,
"needUpdate.varComb","Check if Update is Needed","needUpdate","nlme","3260",,
"needUpdate.varIdent","Check if Update is Needed","needUpdate","nlme","3260",,
"nfGroupedData","Construct a groupedData Object","groupedData","nlme","3208",,
"Nitrendipene","Assay of nitrendipene","Nitrendipene","nlme","3261",,
"nlme","Nonlinear Mixed-Effects Models","nlme","nlme","3262",,
"nlme.formula","Nonlinear Mixed-Effects Models","nlme","nlme","3262",,
"nlme.nlsList","NLME fit from nlsList Object","nlme.nlsList","nlme","3265",,
"nlmeControl","Control Values for nlme Fit","nlmeControl","nlme","3267",,
"nlmeObject","Fitted nlme Object","nlmeObject","nlme","3269",,
"nlmeStruct","Nonlinear Mixed-Effects Structure","nlmeStruct","nlme","3270",,
"nlsList","List of nls Objects with a Common Model","nlsList","nlme","3271",,
"nlsList.formula","List of nls Objects with a Common Model","nlsList","nlme","3271",,
"nlsList.selfStart","nlsList Fit from a selfStart Function","nlsList.selfStart","nlme","3273",,
"nmGroupedData","Construct a groupedData Object","groupedData","nlme","3208",,
"Oats","Split-plot Experiment on Varieties of Oats","Oats","nlme","3274",,
"Orthodont","Growth curve data on an orthdontic measurement","Orthodont","nlme","3274",,
"Ovary","Counts of Ovarian Follicles","Ovary","nlme","3275",,
"Oxboys","Heights of Boys in Oxford","Oxboys","nlme","3276",,
"Oxide","Variability in Semiconductor Manufacturing","Oxide","nlme","3276",,
"pairs.compareFits","Pairs Plot of compareFits Object","pairs.compareFits","nlme","3277",,
"pairs.lme","Pairs Plot of an lme Object","pairs.lme","nlme","3278",,
"pairs.lmList","Pairs Plot of an lmList Object","pairs.lmList","nlme","3279",,
"PBG","Effect of Phenylbiguanide on Blood Pressure","PBG","nlme","3281",,
"pdBlocked","Positive-Definite Block Diagonal Matrix","pdBlocked","nlme","3281",,
"pdClasses","Positive-Definite Matrix Classes","pdClasses","nlme","3283",,
"pdCompSymm","Positive-Definite Matrix with Compound Symmetry Structure","pdCompSymm","nlme","3284",,
"pdConstruct","Construct pdMat Objects","pdConstruct","nlme","3285",,
"pdConstruct.pdBlocked","Construct pdBlocked Objects","pdConstruct.pdBlocked","nlme","3286",,
"pdConstruct.pdCompSymm","Construct pdMat Objects","pdConstruct","nlme","3285",,
"pdConstruct.pdDiag","Construct pdMat Objects","pdConstruct","nlme","3285",,
"pdConstruct.pdIdent","Construct pdMat Objects","pdConstruct","nlme","3285",,
"pdConstruct.pdLogChol","Construct pdMat Objects","pdConstruct","nlme","3285",,
"pdConstruct.pdMat","Construct pdMat Objects","pdConstruct","nlme","3285",,
"pdConstruct.pdNatural","Construct pdMat Objects","pdConstruct","nlme","3285",,
"pdConstruct.pdSymm","Construct pdMat Objects","pdConstruct","nlme","3285",,
"pdDiag","Diagonal Positive-Definite Matrix","pdDiag","nlme","3287",,
"pdFactor","Square-Root Factor of a Positive-Definite Matrix","pdFactor","nlme","3288",,
"pdFactor.pdBlocked","Square-Root Factor of a Positive-Definite Matrix","pdFactor","nlme","3288",,
"pdFactor.pdCompSymm","Square-Root Factor of a Positive-Definite Matrix","pdFactor","nlme","3288",,
"pdFactor.pdDiag","Square-Root Factor of a Positive-Definite Matrix","pdFactor","nlme","3288",,
"pdFactor.pdIdent","Square-Root Factor of a Positive-Definite Matrix","pdFactor","nlme","3288",,
"pdFactor.pdLogChol","Square-Root Factor of a Positive-Definite Matrix","pdFactor","nlme","3288",,
"pdFactor.pdMat","Square-Root Factor of a Positive-Definite Matrix","pdFactor","nlme","3288",,
"pdFactor.pdNatural","Square-Root Factor of a Positive-Definite Matrix","pdFactor","nlme","3288",,
"pdFactor.pdSymm","Square-Root Factor of a Positive-Definite Matrix","pdFactor","nlme","3288",,
"pdFactor.reStruct","Extract Square-Root Factor from Components of an reStruct Object","pdFactor.reStruct","nlme","3289",,
"pdIdent","Multiple of the Identity Positive-Definite Matrix","pdIdent","nlme","3290",,
"pdLogChol","General Positive-Definite Matrix","pdLogChol","nlme","3291",,
"pdMat","Positive-Definite Matrix","pdMat","nlme","3293",,
"pdMatrix","Extract Matrix or Square-Root Factor from a pdMat Object","pdMatrix","nlme","3294",,
"pdMatrix.pdBlocked","Extract Matrix or Square-Root Factor from a pdMat Object","pdMatrix","nlme","3294",,
"pdMatrix.pdCompSymm","Extract Matrix or Square-Root Factor from a pdMat Object","pdMatrix","nlme","3294",,
"pdMatrix.pdDiag","Extract Matrix or Square-Root Factor from a pdMat Object","pdMatrix","nlme","3294",,
"pdMatrix.pdIdent","Extract Matrix or Square-Root Factor from a pdMat Object","pdMatrix","nlme","3294",,
"pdMatrix.pdMat","Extract Matrix or Square-Root Factor from a pdMat Object","pdMatrix","nlme","3294",,
"pdMatrix.pdNatural","Extract Matrix or Square-Root Factor from a pdMat Object","pdMatrix","nlme","3294",,
"pdMatrix.pdSymm","Extract Matrix or Square-Root Factor from a pdMat Object","pdMatrix","nlme","3294",,
"pdMatrix.reStruct","Extract Matrix or Square-Root Factor from Components of an reStruct Object","pdMatrix.reStruct","nlme","3295",,
"pdNatural","General Positive-Definite Matrix in Natural Parametrization","pdNatural","nlme","3296",,
"pdSymm","General Positive-Definite Matrix","pdSymm","nlme","3297",,
"Phenobarb","Phenobarbitol Kinetics","Phenobarb","nlme","3298",,
"phenoModel","Model function for the Phenobarb data","phenoModel","nlme","3299",,
"Pixel","X-ray pixel intensities over time","Pixel","nlme","3300",,
"plot.ACF","Plot an ACF Object","plot.ACF","nlme","3301",,
"plot.augPred","Plot an augPred Object","plot.augPred","nlme","3302",,
"plot.compareFits","Plot a compareFits Object","plot.compareFits","nlme","3303",,
"plot.gls","Plot a gls Object","plot.gls","nlme","3304",,
"plot.intervals.lmList","Plot lmList Confidence Intervals","plot.intervals.lmList","nlme","3305",,
"plot.lme","Plot an lme or nls object","plot.lme","nlme","3306",,
"plot.lmList","Plot an lmList Object","plot.lmList","nlme","3308",,
"plot.nffGroupedData","Plot an nffGroupedData Object","plot.nffGroupedData","nlme","3309",,
"plot.nfnGroupedData","Plot an nfnGroupedData Object","plot.nfnGroupedData","nlme","3311",,
"plot.nls","Plot an lme or nls object","plot.lme","nlme","3306",,
"plot.nmGroupedData","Plot an nmGroupedData Object","plot.nmGroupedData","nlme","3312",,
"plot.pdMat","Positive-Definite Matrix","pdMat","nlme","3293",,
"plot.ranef.lme","Plot a ranef.lme Object","plot.ranef.lme","nlme","3314",,
"plot.ranef.lmList","Plot a ranef.lmList Object","plot.ranef.lmList","nlme","3316",,
"plot.simulate.lme","Simulate Results from 'lme' Models","simulate.lme","nlme","3350",,
"plot.Variogram","Plot a Variogram Object","plot.Variogram","nlme","3317",,
"pooledSD","Extract Pooled Standard Deviation","pooledSD","nlme","3318",,
"predict.gls","Predictions from a gls Object","predict.gls","nlme","3319",,
"predict.gnls","Predictions from a gnls Object","predict.gnls","nlme","3320",,
"predict.lme","Predictions from an lme Object","predict.lme","nlme","3321",,
"predict.lmList","Predictions from an lmList Object","predict.lmList","nlme","3322",,
"predict.nlme","Predictions from an nlme Object","predict.nlme","nlme","3323",,
"print.anova.lme","Compare Likelihoods of Fitted Objects","anova.lme","nlme","3108",,
"print.compareFits","Compare Fitted Objects","compareFits","nlme","3132",,
"print.corNatural","General correlation in natural parameterization","corNatural","nlme","3152",,
"print.intervals.gls","Confidence Intervals on gls Parameters","intervals.gls","nlme","3219",,
"print.intervals.lme","Confidence Intervals on lme Parameters","intervals.lme","nlme","3220",,
"print.intervals.lmList","Confidence Intervals on lmList Coefficients","intervals.lmList","nlme","3221",,
"print.lmList","List of lm Objects with a Common Model","lmList","nlme","3236",,
"print.ranef","Extract Random Effects","random.effects","nlme","3332",,
"print.ranef.lme","Extract lme Random Effects","ranef.lme","nlme","3332",,
"print.reStruct","Random Effects Structure","reStruct","nlme","3349",,
"print.simulate.lme","Simulate Results from 'lme' Models","simulate.lme","nlme","3350",,
"print.summary.lme","Summarize an lme Object","summary.lme","nlme","3357",,
"print.summary.pdMat","Print a summary.pdMat Object","print.summary.pdMat","nlme","3325",,
"print.varComb","Print a varFunc Object","print.varFunc","nlme","3326",,
"print.VarCorr.lme","Extract variance and correlation components","VarCorr","nlme","3372",,
"print.VarCov","Extract variance-covariance matrix","getVarCov","nlme","3195",,
"print.varFunc","Print a varFunc Object","print.varFunc","nlme","3326",,
"qqnorm.gls","Normal Plot of Residuals from a gls Object","qqnorm.gls","nlme","3326",,
"qqnorm.lm","Normal Plot of Residuals or Random Effects from an lme Object","qqnorm.lme","nlme","3328",,
"qqnorm.lme","Normal Plot of Residuals or Random Effects from an lme Object","qqnorm.lme","nlme","3328",,
"qqnorm.lmList","Normal Plot of Residuals or Random Effects from an lme Object","qqnorm.lme","nlme","3328",,
"qqnorm.nls","Normal Plot of Residuals or Random Effects from an lme Object","qqnorm.lme","nlme","3328",,
"Quinidine","Quinidine Kinetics","Quinidine","nlme","3329",,
"quinModel","Model function for the Quinidine data","quinModel","nlme","3330",,
"Rail","Evaluation of Stress in Railway Rails","Rail","nlme","3331",,
"random.effects","Extract Random Effects","random.effects","nlme","3332",,
"random.effects.lme","Extract lme Random Effects","ranef.lme","nlme","3332",,
"random.effects.lmList","Extract lmList Random Effects","ranef.lmList","nlme","3334",,
"ranef","Extract Random Effects","random.effects","nlme","3332",,
"ranef.lme","Extract lme Random Effects","ranef.lme","nlme","3332",,
"ranef.lmList","Extract lmList Random Effects","ranef.lmList","nlme","3334",,
"RatPupWeight","The weight of rat pups","RatPupWeight","nlme","3335",,
"recalc","Recalculate Condensed Linear Model Object","recalc","nlme","3336",,
"recalc.corAR1","Recalculate for corStruct Object","recalc.corStruct","nlme","3337",,
"recalc.corARMA","Recalculate for corStruct Object","recalc.corStruct","nlme","3337",,
"recalc.corCAR1","Recalculate for corStruct Object","recalc.corStruct","nlme","3337",,
"recalc.corCompSymm","Recalculate for corStruct Object","recalc.corStruct","nlme","3337",,
"recalc.corHF","Recalculate for corStruct Object","recalc.corStruct","nlme","3337",,
"recalc.corIdent","Recalculate for corStruct Object","recalc.corStruct","nlme","3337",,
"recalc.corNatural","Recalculate for corStruct Object","recalc.corStruct","nlme","3337",,
"recalc.corSpatial","Recalculate for corStruct Object","recalc.corStruct","nlme","3337",,
"recalc.corStruct","Recalculate for corStruct Object","recalc.corStruct","nlme","3337",,
"recalc.corSymm","Recalculate for corStruct Object","recalc.corStruct","nlme","3337",,
"recalc.modelStruct","Recalculate for a modelStruct Object","recalc.modelStruct","nlme","3338",,
"recalc.reStruct","Recalculate for an reStruct Object","recalc.reStruct","nlme","3339",,
"recalc.varFunc","Recalculate for varFunc Object","recalc.varFunc","nlme","3339",,
"recalc.varIdent","Recalculate for varFunc Object","recalc.varFunc","nlme","3339",,
"Relaxin","Assay for Relaxin","Relaxin","nlme","3340",,
"Remifentanil","Pharmacokinetics of Remifentanil","Remifentanil","nlme","3341",,
"residuals.gls","Extract gls Residuals","residuals.gls","nlme","3342",,
"residuals.glsStruct","Calculate glsStruct Residuals","residuals.glsStruct","nlme","3343",,
"residuals.gnls","Extract gls Residuals","residuals.gls","nlme","3342",,
"residuals.gnlsStruct","Calculate gnlsStruct Residuals","residuals.gnlsStruct","nlme","3344",,
"residuals.lme","Extract lme Residuals","residuals.lme","nlme","3345",,
"residuals.lmeStruct","Calculate lmeStruct Residuals","residuals.lmeStruct","nlme","3346",,
"residuals.lmList","Extract lmList Residuals","residuals.lmList","nlme","3347",,
"residuals.nlmeStruct","Calculate nlmeStruct Residuals","residuals.nlmeStruct","nlme","3348",,
"reStruct","Random Effects Structure","reStruct","nlme","3349",,
"simulate.lme","Simulate Results from 'lme' Models","simulate.lme","nlme","3350",,
"solve.pdBlocked","Calculate Inverse of a Positive-Definite Matrix","solve.pdMat","nlme","3352",,
"solve.pdDiag","Calculate Inverse of a Positive-Definite Matrix","solve.pdMat","nlme","3352",,
"solve.pdIdent","Calculate Inverse of a Positive-Definite Matrix","solve.pdMat","nlme","3352",,
"solve.pdLogChol","Calculate Inverse of a Positive-Definite Matrix","solve.pdMat","nlme","3352",,
"solve.pdMat","Calculate Inverse of a Positive-Definite Matrix","solve.pdMat","nlme","3352",,
"solve.pdNatural","Calculate Inverse of a Positive-Definite Matrix","solve.pdMat","nlme","3352",,
"solve.pdSymm","Calculate Inverse of a Positive-Definite Matrix","solve.pdMat","nlme","3352",,
"solve.reStruct","Apply Solve to an reStruct Object","solve.reStruct","nlme","3352",,
"Soybean","Growth of soybean plants","Soybean","nlme","3353",,
"splitFormula","Split a Formula","splitFormula","nlme","3354",,
"Spruce","Growth of Spruce Trees","Spruce","nlme","3355",,
"summary.corAR1","Summarize a corStruct Object","summary.corStruct","nlme","3355",,
"summary.corARMA","Summarize a corStruct Object","summary.corStruct","nlme","3355",,
"summary.corCAR1","Summarize a corStruct Object","summary.corStruct","nlme","3355",,
