"","func","def","fungen","pkg","pag"
"5923","print.summary.mona","Summary Method for 'mona' Objects","summary.mona","cluster","2639"
"6023","print.summary.pam","Summary Method for PAM Objects","summary.pam","cluster","2639"
"6133","print.summary.silhouette","Compute or Extract Silhouette Information from Clustering","silhouette","cluster","2633"
"6223","ruspini","Ruspini Data","ruspini","cluster","2632"
"6323","silhouette","Compute or Extract Silhouette Information from Clustering","silhouette","cluster","2633"
"6423","silhouette.clara","Compute or Extract Silhouette Information from Clustering","silhouette","cluster","2633"
"6522","silhouette.default","Compute or Extract Silhouette Information from Clustering","silhouette","cluster","2633"
"6622","silhouette.partition","Compute or Extract Silhouette Information from Clustering","silhouette","cluster","2633"
"6722","sizeDiss","Sample Size of Dissimilarity Like Object","sizeDiss","cluster","2636"
"6822","sortSilhouette","Compute or Extract Silhouette Information from Clustering","silhouette","cluster","2633"
"6922","summary.agnes","Summary Method for 'agnes' Objects","summary.agnes","cluster","2637"
"7022","summary.clara","Summary Method for 'clara' Objects","summary.clara","cluster","2637"
"7131","summary.diana","Summary Method for 'diana' Objects","summary.diana","cluster","2638"
"7222","summary.dissimilarity","Print and Summary Methods for Dissimilarity Objects","print.dissimilarity","cluster","2630"
"7322","summary.fanny","Print and Summary Methods for FANNY Objects","print.fanny","cluster","2631"
"7422","summary.mona","Summary Method for 'mona' Objects","summary.mona","cluster","2639"
"7522","summary.pam","Summary Method for PAM Objects","summary.pam","cluster","2639"
"7622","summary.silhouette","Compute or Extract Silhouette Information from Clustering","silhouette","cluster","2633"
"7722","twins","Hierarchical Clustering Object","twins.object","cluster","2640"
"7822","twins.object","Hierarchical Clustering Object","twins.object","cluster","2640"
"7922","upper.to.lower.tri.inds","Permute Indices for Triangular Matrices","lower.to.upper.tri.inds","cluster","2608"
"8022","volume","Compute the Volume (of an Ellipsoid)","volume.ellipsoid","cluster","2640"
"8131","volume.ellipsoid","Compute the Volume (of an Ellipsoid)","volume.ellipsoid","cluster","2640"
"8222","votes.repub","Votes for Republican Candidate in Presidential Elections","votes.repub","cluster","2641"
"8322","xclara","Bivariate Data Set with 3 Clusters","xclara","cluster","2642"
"2169","checkUsage","Check R Code for Possible Problems","checkUsage","codetools","2645"
"3138","checkUsageEnv","Check R Code for Possible Problems","checkUsage","codetools","2645"
"4137","checkUsagePackage","Check R Code for Possible Problems","checkUsage","codetools","2645"
"5137","codetools","Low Level Code Analysis Tools for R","codetools","codetools","2646"
"6134","collectLocals","Low Level Code Analysis Tools for R","codetools","codetools","2646"
"7132","collectUsage","Low Level Code Analysis Tools for R","codetools","codetools","2646"
"8132","constantFold","Low Level Code Analysis Tools for R","codetools","codetools","2646"
"9130","findFuncLocals","Low Level Code Analysis Tools for R","codetools","codetools","2646"
"10128","findGlobals","Find Global Functions and Variables Used by a Closure","findGlobals","codetools","2648"
"11126","findLocals","Low Level Code Analysis Tools for R","codetools","codetools","2646"
"12108","findLocalsList","Low Level Code Analysis Tools for R","codetools","codetools","2646"
"1380","flattenAssignment","Low Level Code Analysis Tools for R","codetools","codetools","2646"
"1480","getAssignedVar","Low Level Code Analysis Tools for R","codetools","codetools","2646"
"1559","isConstantValue","Low Level Code Analysis Tools for R","codetools","codetools","2646"
"1659","makeCodeWalker","Low Level Code Analysis Tools for R","codetools","codetools","2646"
"1748","makeConstantFolder","Low Level Code Analysis Tools for R","codetools","codetools","2646"
"1848","makeLocalsCollector","Low Level Code Analysis Tools for R","codetools","codetools","2646"
"1940","makeUsageCollector","Low Level Code Analysis Tools for R","codetools","codetools","2646"
"2040","showTree","Print Lisp-Style Representation of R Expression","showTree","codetools","2648"
"2170","walkCode","Low Level Code Analysis Tools for R","codetools","codetools","2646"
"2178","data.restore","Read an S3 Binary or data.dump File","read.S","foreign",""
"3139","lookup.xport","Lookup Information on a SAS XPORT Format Library","lookup.xport","foreign","2651"
"4138","read.arff","Read Data from ARFF Files","read.arff","foreign","2652"
"5138","read.dbf","Read a DBF File","read.dbf","foreign","2652"
"6135","read.dta","Read Stata Binary Files","read.dta","foreign","2654"
"7133","read.epiinfo","Read Epi Info Data Files","read.epiinfo","foreign","2655"
"8133","read.mtp","Read a Minitab Portable Worksheet","read.mtp","foreign","2656"
"9131","read.octave","Read Octave Text Data Files","read.octave","foreign","2657"
"10129","read.S","Read an S3 Binary or data.dump File","read.S","foreign",""
"11127","read.spss","Read an SPSS Data File","read.spss","foreign","2658"
"12109","read.ssd","Obtain a Data Frame from a SAS Permanent Dataset, via read.xport","read.ssd","foreign","2661"
"1390","read.systat","Obtain a Data Frame from a Systat File","read.systat","foreign","2663"
"1490","read.xport","Read a SAS XPORT Format Library","read.xport","foreign","2664"
"1560","write.arff","Write Data into ARFF Files","write.arff","foreign","2666"
"1660","write.dbf","Write a DBF File","write.dbf","foreign","2667"
"1749","write.dta","Write Files in Stata Binary Format","write.dta","foreign","2668"
"1849","write.foreign","Write Text Files and Code to Read Them","write.foreign","foreign","2670"
"2179","lattice-package","Lattice Graphics","Lattice","lattice","595"
"3140","as.character.shingleLevel","shingles","shingles","lattice","245"
"4139","as.data.frame.shingle","shingles","shingles","lattice","245"
"5139","as.factorOrShingle","shingles","shingles","lattice","245"
"6136","as.shingle","shingles","shingles","lattice","245"
"7134","axis.default","Default axis annotation utilities","axis.default","lattice","867"
"8134","banking","Banking","banking","lattice",""
"9132","barchart","Common Bivariate Trellis Plots","xyplot","lattice","595"
"10130","barchart.array","table methods for barchart and dotplot","barchart.table","lattice","596"
"11128","barchart.default","Common Bivariate Trellis Plots","xyplot","lattice","595"
"12119","barchart.formula","Common Bivariate Trellis Plots","xyplot","lattice","595"
"13100","barchart.matrix","table methods for barchart and dotplot","barchart.table","lattice","596"
"1499","barchart.numeric","Common Bivariate Trellis Plots","xyplot","lattice","595"
"1569","barchart.table","table methods for barchart and dotplot","barchart.table","lattice","596"
"1669","barley","Yield data from a Minnesota barley trial","barley","lattice","1324"
"1750","bwplot","Common Bivariate Trellis Plots","xyplot","lattice","595"
"1850","bwplot.formula","Common Bivariate Trellis Plots","xyplot","lattice","595"
"1948","bwplot.numeric","Common Bivariate Trellis Plots","xyplot","lattice","595"
"2048","canonical.theme","Initializing Trellis Displays","trellis.device","lattice","62"
"2180","cloud","3d Scatter Plot and Wireframe Surface Plot","cloud","lattice","62"
"2240","cloud.formula","3d Scatter Plot and Wireframe Surface Plot","cloud","lattice","62"
"2340","cloud.matrix","3d Scatter Plot and Wireframe Surface Plot","cloud","lattice","62"
"2439","cloud.table","3d Scatter Plot and Wireframe Surface Plot","cloud","lattice","62"
"2537","col.whitebg","Initializing Trellis Displays","trellis.device","lattice","62"
"2637","contourplot","Level plots and contour plots","levelplot","lattice","595"
"2736","contourplot.array","Level plots and contour plots","levelplot","lattice","595"
"2836","contourplot.formula","Level plots and contour plots","levelplot","lattice","595"
"2930","contourplot.matrix","Level plots and contour plots","levelplot","lattice","595"
"3028","contourplot.table","Level plots and contour plots","levelplot","lattice","595"
"3143","current.column","Accessing Auxiliary Information During Plotting","panel.number","lattice",""
"3227","current.panel.limits","Panel Function for Drawing Axis Ticks and Labels","panel.axis","lattice","867"
"3327","current.row","Accessing Auxiliary Information During Plotting","panel.number","lattice",""
"3427","densityplot","Histograms and Kernel Density Plots","histogram","lattice","1170"
"3526","densityplot.formula","Histograms and Kernel Density Plots","histogram","lattice","1170"
"3626","densityplot.numeric","Histograms and Kernel Density Plots","histogram","lattice","1170"
"3726","diag.panel.splom","Default Superpanel Function for splom","panel.pairs","lattice","931"
"3826","dim.trellis","Plot and Summarize Trellis Objects","print.trellis","lattice","416"
"3926","dimnames.trellis","Plot and Summarize Trellis Objects","print.trellis","lattice","416"
"4026","do.breaks","Histograms and Kernel Density Plots","histogram","lattice","1170"
"4140","dotplot","Common Bivariate Trellis Plots","xyplot","lattice","595"
"4226","dotplot.array","table methods for barchart and dotplot","barchart.table","lattice","596"
"4326","dotplot.default","Common Bivariate Trellis Plots","xyplot","lattice","595"
"4426","dotplot.formula","Common Bivariate Trellis Plots","xyplot","lattice","595"
"4526","dotplot.matrix","table methods for barchart and dotplot","barchart.table","lattice","596"
"4626","dotplot.numeric","Common Bivariate Trellis Plots","xyplot","lattice","595"
"4726","dotplot.table","table methods for barchart and dotplot","barchart.table","lattice","596"
"4826","draw.colorkey","Produce a colorkey typically for levelplot","draw.colorkey","lattice","447"
"4926","draw.key","Produce a Legend or Key","draw.key","lattice","447"
"5026","environmental","Atmospheric environmental conditions in New York City","environmental","lattice","595"
"5140","equal.count","shingles","shingles","lattice","245"
"5226","ethanol","Engine exhaust fumes from burning ethanol","ethanol","lattice","595"
"5326","histogram","Histograms and Kernel Density Plots","histogram","lattice","1170"
"5426","histogram.factor","Histograms and Kernel Density Plots","histogram","lattice","1170"
"5526","histogram.formula","Histograms and Kernel Density Plots","histogram","lattice","1170"
"5626","histogram.numeric","Histograms and Kernel Density Plots","histogram","lattice","1170"
"5726","is.shingle","shingles","shingles","lattice","245"
"5826","larrows","Replacements of traditional graphics functions","llines","lattice","1498"
"5924","Lattice","Lattice Graphics","Lattice","lattice","595"
"6024","lattice","Lattice Graphics","Lattice","lattice","595"
"6137","lattice.getOption","Low-level Options Controlling Behaviour of Lattice","lattice.options","lattice","386"
"6224","lattice.options","Low-level Options Controlling Behaviour of Lattice","lattice.options","lattice","386"
"6324","latticeParseFormula","Parse Trellis formula","latticeParseFormula","lattice","1324"
"6424","level.colors","A function to compute false colors representing a numeric or categorical variable","level.colors","lattice","760"
"6523","levelplot","Level plots and contour plots","levelplot","lattice","595"
"6623","levelplot.array","Level plots and contour plots","levelplot","lattice","595"
"6723","levelplot.formula","Level plots and contour plots","levelplot","lattice","595"
"6823","levelplot.matrix","Level plots and contour plots","levelplot","lattice","595"
"6923","levelplot.table","Level plots and contour plots","levelplot","lattice","595"
"7023","llines","Replacements of traditional graphics functions","llines","lattice","1498"
"7135","llines.default","Replacements of traditional graphics functions","llines","lattice","1498"
"7223","lplot.xy","Replacements of traditional graphics functions","llines","lattice","1498"
"7323","lpoints","Replacements of traditional graphics functions","llines","lattice","1498"
"7423","lpoints.default","Replacements of traditional graphics functions","llines","lattice","1498"
"7523","lpolygon","Replacements of traditional graphics functions","llines","lattice","1498"
"7623","lrect","Replacements of traditional graphics functions","llines","lattice","1498"
"7723","lsegments","Replacements of traditional graphics functions","llines","lattice","1498"
"7823","lset","Interface to modify Trellis Settings - Defunct","lset","lattice","3002"
"7923","ltext","Replacements of traditional graphics functions","llines","lattice","1498"
"8023","ltext.default","Replacements of traditional graphics functions","llines","lattice","1498"
"8135","ltransform3dMatrix","Utility functions for 3-D plots","utilities.3d","lattice","595"
"8223","ltransform3dto3d","Utility functions for 3-D plots","utilities.3d","lattice","595"
"8323","make.groups","Grouped data from multiple vectors","make.groups","lattice","3002"
"8422","melanoma","Melanoma skin cancer incidence","melanoma","lattice","2516"
"8522","oneway","Fit One-way Model","oneway","lattice","1192"
"8622","packet.number","Accessing Auxiliary Information During Plotting","panel.number","lattice",""
"8722","packet.panel.default","Associating Packets with Panels","packet.panel.default","lattice","62"
"8822","palette.shade","Utility functions for 3-D plots","utilities.3d","lattice","595"
"8922","panel.3dscatter","Default Panel Function for cloud","panel.cloud","lattice","62"
"9022","panel.3dwire","Default Panel Function for cloud","panel.cloud","lattice","62"
"9133","panel.abline","Useful Panel Function Components","panel.functions","lattice","595"
"9222","panel.arrows","Replacements of traditional graphics functions","llines","lattice","1498"
"9322","panel.average","Useful Panel Function Components","panel.functions","lattice","595"
"9422","panel.axis","Panel Function for Drawing Axis Ticks and Labels","panel.axis","lattice","867"
"9522","panel.barchart","Default Panel Function for barchart","panel.barchart","lattice","1324"
"9622","panel.brush.splom","Functions to Interact with Lattice Plots","interaction","lattice","271"
"9722","panel.bwplot","Default Panel Function for bwplot","panel.bwplot","lattice","595"
"9822","panel.cloud","Default Panel Function for cloud","panel.cloud","lattice","62"
"9922","panel.contourplot","Panel Functions for levelplot and contourplot","panel.levelplot","lattice","595"
"10021","panel.curve","Useful Panel Function Components","panel.functions","lattice","595"
"10131","panel.densityplot","Default Panel Function for densityplot","panel.densityplot","lattice","1287"
"10220","panel.dotplot","Default Panel Function for dotplot","panel.dotplot","lattice","595"
"10320","panel.error","Plot and Summarize Trellis Objects","print.trellis","lattice","416"
"10420","panel.fill","Useful Panel Function Components","panel.functions","lattice","595"
"10520","panel.functions","Useful Panel Function Components","panel.functions","lattice","595"
"10620","panel.grid","Useful Panel Function Components","panel.functions","lattice","595"
