"","func","def","fungen","pkg","pag"
"5672","summary.corIdent","Summarize a corStruct Object","summary.corStruct","nlme","3355"
"5673","summary.corLin","Summarize a corStruct Object","summary.corStruct","nlme","3355"
"5674","summary.corNatural","Summarize a corStruct Object","summary.corStruct","nlme","3355"
"5675","summary.corRatio","Summarize a corStruct Object","summary.corStruct","nlme","3355"
"5676","summary.corSpher","Summarize a corStruct Object","summary.corStruct","nlme","3355"
"5677","summary.corStruct","Summarize a corStruct Object","summary.corStruct","nlme","3355"
"5678","summary.corSymm","Summarize a corStruct Object","summary.corStruct","nlme","3355"
"5679","summary.gls","Summarize a Generalized Least Squares 'gls' Object","summary.gls","nlme","3356"
"5680","summary.lme","Summarize an lme Object","summary.lme","nlme","3357"
"5681","summary.lmList","Summarize an lmList Object","summary.lmList","nlme","3358"
"5682","summary.modelStruct","Summarize a modelStruct Object","summary.modelStruct","nlme","3360"
"5683","summary.nlsList","Summarize an nlsList Object","summary.nlsList","nlme","3360"
"5684","summary.pdBlocked","Summarize a pdMat Object","summary.pdMat","nlme","3362"
"5685","summary.pdCompSymm","Summarize a pdMat Object","summary.pdMat","nlme","3362"
"5686","summary.pdDiag","Summarize a pdMat Object","summary.pdMat","nlme","3362"
"5687","summary.pdIdent","Summarize a pdMat Object","summary.pdMat","nlme","3362"
"5688","summary.pdLogChol","Summarize a pdMat Object","summary.pdMat","nlme","3362"
"5689","summary.pdMat","Summarize a pdMat Object","summary.pdMat","nlme","3362"
"5690","summary.pdNatural","Summarize a pdMat Object","summary.pdMat","nlme","3362"
"5691","summary.pdSymm","Summarize a pdMat Object","summary.pdMat","nlme","3362"
"5692","summary.reStruct","Summarize a modelStruct Object","summary.modelStruct","nlme","3360"
"5693","summary.varComb","Summarize ""varFunc"" Object","summary.varFunc","nlme","3363"
"5694","summary.varConstPower","Summarize ""varFunc"" Object","summary.varFunc","nlme","3363"
"5695","summary.varConstProp","Summarize ""varFunc"" Object","summary.varFunc","nlme","3363"
"5696","summary.varExp","Summarize ""varFunc"" Object","summary.varFunc","nlme","3363"
"5697","summary.varFixed","Summarize ""varFunc"" Object","summary.varFunc","nlme","3363"
"5698","summary.varFunc","Summarize ""varFunc"" Object","summary.varFunc","nlme","3363"
"5699","summary.varIdent","Summarize ""varFunc"" Object","summary.varFunc","nlme","3363"
"5700","summary.varPower","Summarize ""varFunc"" Object","summary.varFunc","nlme","3363"
"5701","Tetracycline1","Pharmacokinetics of tetracycline","Tetracycline1","nlme","3364"
"5702","Tetracycline2","Pharmacokinetics of tetracycline","Tetracycline2","nlme","3364"
"5703","update.corStruct","Update a modelStruct Object","update.modelStruct","nlme","3365"
"5704","update.gls","Fit Linear Model Using Generalized Least Squares","gls","nlme","3196"
"5705","update.groupedData","Construct a groupedData Object","groupedData","nlme","3208"
"5706","update.lme","Linear Mixed-Effects Models","lme","nlme","3225"
"5707","update.lmList","List of lm Objects with a Common Model","lmList","nlme","3236"
"5708","update.modelStruct","Update a modelStruct Object","update.modelStruct","nlme","3365"
"5709","update.nlsList","List of nls Objects with a Common Model","nlsList","nlme","3271"
"5710","update.reStruct","Update a modelStruct Object","update.modelStruct","nlme","3365"
"5711","update.varComb","Update varFunc Object","update.varFunc","nlme","3365"
"5712","update.varConstPower","Update varFunc Object","update.varFunc","nlme","3365"
"5713","update.varConstProp","Update varFunc Object","update.varFunc","nlme","3365"
"5714","update.varExp","Update varFunc Object","update.varFunc","nlme","3365"
"5715","update.varExpon","Update varFunc Object","update.varFunc","nlme","3365"
"5716","update.varFunc","Update varFunc Object","update.varFunc","nlme","3365"
"5717","update.varPower","Update varFunc Object","update.varFunc","nlme","3365"
"5718","varClasses","Variance Function Classes","varClasses","nlme","3366"
"5719","varComb","Combination of Variance Functions","varComb","nlme","3367"
"5720","varConstPower","Constant Plus Power Variance Function","varConstPower","nlme","3368"
"5721","varConstProp","Constant Plus Proportion Variance Function","varConstProp","nlme","3369"
"5722","VarCorr","Extract variance and correlation components","VarCorr","nlme","3372"
"5723","VarCorr.lme","Extract variance and correlation components","VarCorr","nlme","3372"
"5724","VarCorr.pdBlocked","Extract variance and correlation components","VarCorr","nlme","3372"
"5725","VarCorr.pdMat","Extract variance and correlation components","VarCorr","nlme","3372"
"5726","varExp","Exponential Variance Function","varExp","nlme","3373"
"5727","varFixed","Fixed Variance Function","varFixed","nlme","3374"
"5728","varFunc","Variance Function Structure","varFunc","nlme","3375"
"5729","varIdent","Constant Variance Function","varIdent","nlme","3375"
"5730","Variogram","Calculate Semi-variogram","Variogram","nlme","3377"
"5731","Variogram.corExp","Calculate Semi-variogram for a corExp Object","Variogram.corExp","nlme","3378"
"5732","Variogram.corGaus","Calculate Semi-variogram for a corGaus Object","Variogram.corGaus","nlme","3379"
"5733","Variogram.corLin","Calculate Semi-variogram for a corLin Object","Variogram.corLin","nlme","3380"
"5734","Variogram.corRatio","Calculate Semi-variogram for a corRatio Object","Variogram.corRatio","nlme","3381"
"5735","Variogram.corSpatial","Calculate Semi-variogram for a corSpatial Object","Variogram.corSpatial","nlme","3382"
"5736","Variogram.corSpher","Calculate Semi-variogram for a corSpher Object","Variogram.corSpher","nlme","3383"
"5737","Variogram.default","Calculate Semi-variogram","Variogram.default","nlme","3384"
"5738","Variogram.gls","Calculate Semi-variogram for Residuals from a gls Object","Variogram.gls","nlme","3385"
"5739","Variogram.lme","Calculate Semi-variogram for Residuals from an lme Object","Variogram.lme","nlme","3387"
"5740","varPower","Power Variance Function","varPower","nlme","3389"
"5741","varWeights","Extract Variance Function Weights","varWeights","nlme","3390"
"5742","varWeights.glsStruct","Variance Weights for glsStruct Object","varWeights.glsStruct","nlme","3391"
"5743","varWeights.lmeStruct","Variance Weights for lmeStruct Object","varWeights.lmeStruct","nlme","3391"
"5744","varWeights.varComb","Extract Variance Function Weights","varWeights","nlme","3390"
"5745","varWeights.varFunc","Extract Variance Function Weights","varWeights","nlme","3390"
"5746","Wafer","Modeling of Analog MOS Circuits","Wafer","nlme","3392"
"5747","Wheat","Yields by growing conditions","Wheat","nlme","3393"
"5748","Wheat2","Wheat Yield Trials","Wheat2","nlme","3393"
"5749","[.groupedData","Construct a groupedData Object","groupedData","nlme","3208"
"5750","[.pdBlocked","Subscript a pdMat Object","Extract.pdMat","nlme","183"
"5751","[.pdMat","Subscript a pdMat Object","Extract.pdMat","nlme","183"
"5752","[.reStruct","Random Effects Structure","reStruct","nlme","3349"
"5753","[&lt;-.pdMat","Subscript a pdMat Object","Extract.pdMat","nlme","183"
"5754","add.net","Fit Neural Networks","nnet","nnet","3397"
"5755","add1.multinom","Fit Multinomial Log-linear Models","multinom","nnet","3396"
"5756","anova.multinom","Fit Multinomial Log-linear Models","multinom","nnet","3396"
"5757","class.ind","Generates Class Indicator Matrix from a Factor","class.ind","nnet","3395"
"5758","coef.multinom","Fit Multinomial Log-linear Models","multinom","nnet","3396"
"5759","coef.nnet","Fit Neural Networks","nnet","nnet","3397"
"5760","drop1.multinom","Fit Multinomial Log-linear Models","multinom","nnet","3396"
"5761","eval.nn","Fit Neural Networks","nnet","nnet","3397"
"5762","extractAIC.multinom","Fit Multinomial Log-linear Models","multinom","nnet","3396"
"5763","logLik.multinom","Fit Multinomial Log-linear Models","multinom","nnet","3396"
"5764","model.frame.multinom","Fit Multinomial Log-linear Models","multinom","nnet","3396"
"5765","multinom","Fit Multinomial Log-linear Models","multinom","nnet","3396"
"5766","nnet","Fit Neural Networks","nnet","nnet","3397"
"5767","nnet.default","Fit Neural Networks","nnet","nnet","3397"
"5768","nnet.formula","Fit Neural Networks","nnet","nnet","3397"
"5769","nnetHess","Evaluates Hessian for a Neural Network","nnet.Hess","nnet","3397"
"5770","norm.net","Fit Neural Networks","nnet","nnet","3397"
"5771","predict.multinom","Fit Multinomial Log-linear Models","multinom","nnet","3396"
"5772","predict.nnet","Predict New Examples by a Trained Neural Net","predict.nnet","nnet","3401"
"5773","print.multinom","Fit Multinomial Log-linear Models","multinom","nnet","3396"
"5774","print.nnet","Fit Neural Networks","nnet","nnet","3397"
"5775","print.summary.multinom","Fit Multinomial Log-linear Models","multinom","nnet","3396"
"5776","print.summary.nnet","Fit Neural Networks","nnet","nnet","3397"
"5777","summary.multinom","Fit Multinomial Log-linear Models","multinom","nnet","3396"
"5778","summary.nnet","Fit Neural Networks","nnet","nnet","3397"
"5779","vcov.multinom","Fit Multinomial Log-linear Models","multinom","nnet","3396"
"5780","which.is.max","Find Maximum Position in Vector","which.is.max","nnet","3402"
"5781","car.test.frame","Automobile Data from 'Consumer Reports' 1990","car.test.frame","rpart","3403"
"5782","car90","Automobile Data from 'Consumer Reports' 1990","car90","rpart","3404"
"5783","cu.summary","Automobile Data from 'Consumer Reports' 1990","cu.summary","rpart","3406"
"5784","kyphosis","Data on Children who have had Corrective Spinal Surgery","kyphosis","rpart","3407"
"5785","labels.rpart","Create Split Labels For an Rpart Object","labels.rpart","rpart","3407"
"5786","meanvar","Mean-Variance Plot for an Rpart Object","meanvar.rpart","rpart","3408"
"5787","meanvar.rpart","Mean-Variance Plot for an Rpart Object","meanvar.rpart","rpart","3408"
"5788","na.rpart","Handles Missing Values in an Rpart Object","na.rpart","rpart","3409"
"5789","path.rpart","Follow Paths to Selected Nodes of an Rpart Object","path.rpart","rpart","3410"
"5790","plot.rpart","Plot an Rpart Object","plot.rpart","rpart","3411"
"5791","plotcp","Plot a Complexity Parameter Table for an Rpart Fit","plotcp","rpart","3412"
"5792","post","PostScript Presentation Plot of an Rpart Object","post.rpart","rpart","3413"
"5793","post.rpart","PostScript Presentation Plot of an Rpart Object","post.rpart","rpart","3413"
"5794","predict.rpart","Predictions from a Fitted Rpart Object","predict.rpart","rpart","3414"
"5795","print.rpart","Print an Rpart Object","print.rpart","rpart","3416"
"5796","printcp","Displays CP table for Fitted Rpart Object","printcp","rpart","3417"
"5797","prune","Cost-complexity Pruning of an Rpart Object","prune.rpart","rpart","3418"
"5798","prune.rpart","Cost-complexity Pruning of an Rpart Object","prune.rpart","rpart","3418"
"5799","residuals.rpart","Residuals From a Fitted Rpart Object","residuals.rpart","rpart","3419"
"5800","rpart","Recursive Partitioning and Regression Trees","rpart","rpart","3420"
"5801","rpart.control","Control for Rpart Fits","rpart.control","rpart","3421"
"5802","rpart.exp","Initialization function for exponential fitting","rpart.exp","rpart","3423"
"5803","rpart.object","Recursive Partitioning and Regression Trees Object","rpart.object","rpart","3423"
"5804","rsq.rpart","Plots the Approximate R-Square for the Different Splits","rsq.rpart","rpart","3425"
"5805","snip.rpart","Snip Subtrees of an Rpart Object","snip.rpart","rpart","3426"
"5806","solder","Soldering of Components on Printed-Circuit Boards","solder.balance","rpart","3427"
"5807","solder.balance","Soldering of Components on Printed-Circuit Boards","solder.balance","rpart","3427"
"5808","stagec","Stage C Prostate Cancer","stagec","rpart","3428"
"5809","summary.rpart","Summarize a Fitted Rpart Object","summary.rpart","rpart","3428"
"5810","text.rpart","Place Text on a Dendrogram Plot","text.rpart","rpart","3429"
"5811","xpred.rpart","Return Cross-Validated Predictions","xpred.rpart","rpart","3431"
"5812","anova.trls","Anova tables for fitted trend surface objects","anova.trls","spatial","3433"
"5813","anovalist.trls","Anova tables for fitted trend surface objects","anova.trls","spatial","3433"
"5814","correlogram","Compute Spatial Correlograms","correlogram","spatial","3434"
"5815","expcov","Spatial Covariance Functions","expcov","spatial","3435"
"5816","gaucov","Spatial Covariance Functions","expcov","spatial","3435"
"5817","Kaver","Average K-functions from Simulations","Kaver","spatial","3436"
"5818","Kenvl","Compute Envelope and Average of Simulations of K-fns","Kenvl","spatial","3437"
"5819","Kfn","Compute K-fn of a Point Pattern","Kfn","spatial","3438"
"5820","plot.trls","Regression diagnostics for trend surfaces","trls.influence","spatial","3449"
"5821","ppgetregion","Get Domain for Spatial Point Pattern Analyses","ppgetregion","spatial","3439"
"5822","ppinit","Read a Point Process Object from a File","ppinit","spatial","3439"
"5823","pplik","Pseudo-likelihood Estimation of a Strauss Spatial Point Process","pplik","spatial","3440"
"5824","ppregion","Set Domain for Spatial Point Pattern Analyses","ppregion","spatial","3441"
"5825","predict.trls","Predict method for trend surface fits","predict.trls","spatial","3441"
"5826","prmat","Evaluate Kriging Surface over a Grid","prmat","spatial","3442"
"5827","Psim","Simulate Binomial Spatial Point Process","Psim","spatial","3443"
"5828","semat","Evaluate Kriging Standard Error of Prediction over a Grid","semat","spatial","3444"
"5829","sphercov","Spatial Covariance Functions","expcov","spatial","3435"
"5830","SSI","Simulates Sequential Spatial Inhibition Point Process","SSI","spatial","3445"
"5831","Strauss","Simulates Strauss Spatial Point Process","Strauss","spatial","3446"
"5832","surf.gls","Fits a Trend Surface by Generalized Least-squares","surf.gls","spatial","3447"
"5833","surf.ls","Fits a Trend Surface by Least-squares","surf.ls","spatial","3448"
"5834","trls.influence","Regression diagnostics for trend surfaces","trls.influence","spatial","3449"
"5835","trmat","Evaluate Trend Surface over a Grid","trmat","spatial","3450"
"5836","variogram","Compute Spatial Variogram","variogram","spatial","3451"
"5837","aareg","Aalen's additive regression model for censored data","aareg","survival","3453"
"5838","aeqSurv","Adjudicate near ties in a Surv object","aeqSurv","survival","3456"
"5839","aggregate.survfit","Average survival curves","aggregate.survfit","survival","3457"
"5840","agreg.fit","Cox model fitting functions","agreg.fit","survival","3458"
"5841","aml","Acute Myelogenous Leukemia survival data","aml","survival","3459"
"5842","anova.coxph","Analysis of Deviance for a Cox model.","anova.coxph","survival","3459"
"5843","anova.coxphlist","Analysis of Deviance for a Cox model.","anova.coxph","survival","3459"
"5844","anova.survreg","Regression for a Parametric Survival Model","survreg","survival","3597"
"5845","anova.survreglist","Regression for a Parametric Survival Model","survreg","survival","3597"
"5846","anyDuplicated.Surv","Methods for Surv objects","Survmethods","survival","595"
"5847","as.character.Surv","Methods for Surv objects","Survmethods","survival","595"
"5848","as.data.frame.Surv","Methods for Surv objects","Survmethods","survival","595"
"5849","as.integer.Surv","Methods for Surv objects","Survmethods","survival","595"
"5850","as.matrix.Surv","Methods for Surv objects","Survmethods","survival","595"
"5851","as.numeric.Surv","Methods for Surv objects","Survmethods","survival","595"
"5852","attrassign","Create new-style ""assign"" attribute","attrassign","survival","3460"
"5853","attrassign.default","Create new-style ""assign"" attribute","attrassign","survival","3460"
"5854","attrassign.lm","Create new-style ""assign"" attribute","attrassign","survival","3460"
"5855","basehaz","Alias for the survfit function","basehaz","survival","3462"
